CPUTIME,PID,STARTBURST,ENDBURST,COMPLETED
8569,18,106,66,0
8612,18,66,26,0
8655,18,26,0,8681
8684,16,63,23,0
8727,16,23,0,8750
8753,13,955,915,0
8796,13,915,875,0
8839,13,875,835,0
8882,13,835,795,0
8925,13,795,755,0
8968,13,755,715,0
9011,13,715,675,0
9054,13,675,635,0
9097,13,635,595,0
9140,13,595,555,0
9183,13,555,515,0
9226,13,515,475,0
9269,13,475,435,0
9312,13,435,395,0
9355,13,395,355,0
9398,13,355,315,0
9441,13,315,275,0
9484,13,275,235,0
9527,13,235,195,0
9570,13,195,155,0
9613,13,155,115,0
9656,13,115,75,0
9699,13,75,35,0
9742,13,35,0,9777
9780,10,702,662,0
9823,10,662,622,0
9866,10,622,582,0
9909,10,582,542,0
9952,10,542,502,0
9995,10,502,462,0
10038,10,462,422,0
10081,10,422,382,0
10124,10,382,342,0
10167,10,342,302,0
10210,10,302,262,0
10253,10,262,222,0
10296,10,222,182,0
10339,10,182,142,0
10382,10,142,102,0
10425,10,102,62,0
10468,10,62,22,0
10511,10,22,0,10533
10536,3,992,952,0
10579,3,952,912,0
10622,3,912,872,0
10665,3,872,832,0
10708,3,832,792,0
10751,3,792,752,0
10794,3,752,712,0
10837,3,712,672,0
10880,3,672,632,0
10923,3,632,592,0
10966,3,592,552,0
11009,3,552,512,0
11052,3,512,472,0
11095,3,472,432,0
11138,3,432,392,0
11181,3,392,352,0
11224,3,352,312,0
11267,3,312,272,0
11310,3,272,232,0
11353,3,232,192,0
11396,3,192,152,0
11439,3,152,112,0
11482,3,112,72,0
11525,3,72,32,0
11568,3,32,0,11600
11603,1,585,545,0
11646,1,545,505,0
11689,1,505,465,0
11732,1,465,425,0
11775,1,425,385,0
11818,1,385,345,0
11861,1,345,305,0
11904,1,305,265,0
11947,1,265,225,0
11990,1,225,185,0
12033,1,185,145,0
12076,1,145,105,0
12119,1,105,65,0
12162,1,65,25,0
12205,1,25,0,12230
12233,9,695,655,0
12276,9,655,615,0
12319,9,615,575,0
12362,9,575,535,0
12405,9,535,495,0
12448,9,495,455,0
12491,9,455,415,0
12534,9,415,375,0
12577,9,375,335,0
12620,9,335,295,0
12663,9,295,255,0
12706,9,255,215,0
12749,9,215,175,0
12792,9,175,135,0
12835,9,135,95,0
12878,9,95,55,0
12921,9,55,15,0
12964,9,15,0,12979
TURNAROUND, AVG 
130219,6853.63
